count,id,name,age,gender,nationality,agreement,pltnum,Qno,Qsub,kwd並び,kwd,Kwd日本語,kwd2,col_1,col_2a,col_2b,c_c,c_c,col_sum,col_3a,col_3b,col_3c,col_Aa,col_Ab,col_Ac,col_Ra,col_Rb,col_Rc
1,undefined,33,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,24,#FF88D5,#FF88D5,38,38,24,50,38,24,50,0.4177778117,0.4133333333,0.168888855
1,undefined,39,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,27,#FF88D5,#FF88D5,38,38,27,40,38,27,40,0.4466666667,0.3,0.2533333333
1,undefined,14,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,38,#FF88D5,#FF88D5,38,64,38,25,64,38,25,0.5866666667,0.28,0.1333333333
1,undefined,21,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,53,38,53,#FF88D5,#FF88D5,38,53,38,31,53,38,31,0.491111145,0.3133333333,0.1955555216
1,undefined,20,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,25,12,#FF88D5,#FF88D5,38,12,25,38,12,25,38,0.3244444784,0.3422221883,0.3333333333
1,undefined,25,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,40,38,#FF88D5,#FF88D5,38,40,69,38,40,69,38,0.32,0.52,0.16
1,undefined,34,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,40,41,#FF88D5,#FF88D5,38,40,41,38,40,41,38,0.42,0.293333333,0.286666667
1,undefined,53,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,51,#FF88D5,#FF88D5,38,14,27,38,14,27,38,0.3333,0.3333,0.3333
1,undefined,54,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,27,27,38,#FF88D5,#FF88D5,38,27,38,15,27,38,15,0.3333,0.3333,0.3333
1,undefined,56,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,25,12,#FF88D5,#FF88D5,38,12,25,38,12,25,38,0.2666666667,0.36,0.3733333333
1,undefined,25,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,40,38,#FF5B59,#FF5B59,40,40,69,38,40,69,38,0.32,0.52,0.16
1,undefined,34,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,40,41,#FF5B59,#FF5B59,40,40,41,38,40,41,38,0.42,0.293333333,0.286666667
1,undefined,19,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,51,40,#FF5B59,#FF5B59,40,51,40,12,51,40,12,0.4133333333,0.3933333333,0.1933333333
1,undefined,39,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,27,#FF5B59,#FF5B59,40,38,27,40,38,27,40,0.4466666667,0.3,0.2533333333
1,undefined,34,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,40,41,#FF9B56,#FF9B56,41,40,41,38,40,41,38,0.42,0.293333333,0.286666667
1,undefined,11,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,44,46,#FFB954,#FFB954,42,42,60,27,42,60,27,0.24,0.2066666667,0.5533333333
1,undefined,28,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,25,38,#FFB954,#FFB954,42,12,25,42,12,25,42,0.5533333333,0.2133333333,0.2333333333
1,undefined,33,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,24,#BF55FF,#BF55FF,50,38,24,50,38,24,50,0.4177778117,0.4133333333,0.168888855
1,undefined,4,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,12,13,#FF58C4,#FF58C4,51,51,1,5,51,1,5,0.32,0.46,0.22
1,undefined,19,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,51,40,#FF58C4,#FF58C4,51,51,40,12,51,40,12,0.4133333333,0.3933333333,0.1933333333
1,undefined,24,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,51,77,#FF58C4,#FF58C4,51,51,77,90,51,77,90,0.78,0.1533333333,0.06666666667
1,undefined,17,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,38,#FF58C4,#FF58C4,51,25,51,64,25,51,64,0.3333,0.3333,0.3333
1,undefined,22,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,77,77,51,#FF58C4,#FF58C4,51,77,51,25,77,51,25,0.511111145,0.2933333333,0.1955555216
1,undefined,23,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,90,#FF58C4,#FF58C4,51,25,51,90,25,51,90,0.6466666667,0.2866666667,0.06666666667
1,undefined,9,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,14,#FF58C4,#FF58C4,51,25,14,51,25,14,51,0.422222239,0.133333333,0.444444427
1,undefined,18,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,69,#FF58C4,#FF58C4,51,69,57,51,69,57,51,0.2333333333,0.4333333333,0.3333333333
1,undefined,31,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,27,#FF58C4,#FF58C4,51,25,27,51,25,27,51,0.4133333333,0.3466666667,0.24
1,undefined,35,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,25,38,#FF58C4,#FF58C4,51,18,25,51,18,25,51,0.2133333333,0.4933333333,0.2933333333
1,undefined,21,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,53,38,53,#FF2A22,#FF2A22,53,53,38,31,53,38,31,0.491111145,0.3133333333,0.1955555216
1,undefined,18,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,69,#FFFF26,#FFFF26,57,69,57,51,69,57,51,0.2333333333,0.4333333333,0.3333333333
1,undefined,11,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,44,46,#17D9FF,#17D9FF,60,42,60,27,42,60,27,0.24,0.2066666667,0.5533333333
1,undefined,30,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,66,#AD15FF,#AD15FF,63,64,66,63,64,66,63,0.38,0.3933333333,0.2266666667
1,undefined,14,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,38,#FF21B3,#FF21B3,64,64,38,25,64,38,25,0.5866666667,0.28,0.1333333333
1,undefined,30,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,66,#FF21B3,#FF21B3,64,64,66,63,64,66,63,0.38,0.3933333333,0.2266666667
1,undefined,37,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,51,#FF21B3,#FF21B3,64,77,64,25,77,64,25,0.306666667,0.246666667,0.446666667
1,undefined,17,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,38,#FF21B3,#FF21B3,64,25,51,64,25,51,64,0.3333,0.3333,0.3333
1,undefined,5,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,66,66,77,#FF0000,#FF0000,66,66,77,67,66,77,67,0.72,0.09333333333,0.1866666667
1,undefined,6,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,66,77,#FF0000,#FF0000,66,66,77,70,66,77,70,0.3333,0.3333,0.3333
1,undefined,30,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,66,#FF0000,#FF0000,66,64,66,63,64,66,63,0.38,0.3933333333,0.2266666667
1,undefined,5,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,66,66,77,#FF6100,#FF6100,67,66,77,67,66,77,67,0.72,0.09333333333,0.1866666667
1,undefined,18,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,69,#FFC900,#FFC900,69,69,57,51,69,57,51,0.2333333333,0.4333333333,0.3333333333
1,undefined,25,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,40,40,38,#FFC900,#FFC900,69,40,69,38,40,69,38,0.32,0.52,0.16
1,undefined,6,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,66,77,#FFFF00,#FFFF00,70,66,77,70,66,77,70,0.3333,0.3333,0.3333
1,undefined,22,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,77,77,51,#FF00A2,#FF00A2,77,77,51,25,77,51,25,0.511111145,0.2933333333,0.1955555216
1,undefined,37,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,64,64,51,#FF00A2,#FF00A2,77,77,64,25,77,64,25,0.306666667,0.246666667,0.446666667
1,undefined,5,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,66,66,77,#FF00A2,#FF00A2,77,66,77,67,66,77,67,0.72,0.09333333333,0.1866666667
1,undefined,6,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,66,77,#FF00A2,#FF00A2,77,66,77,70,66,77,70,0.3333,0.3333,0.3333
1,undefined,24,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,51,77,#FF00A2,#FF00A2,77,51,77,90,51,77,90,0.78,0.1533333333,0.06666666667
1,undefined,57,2,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,25,25,77,#FF00A2,#FF00A2,77,25,77,27,25,77,27,0.52,0.2466666667,0.2333333333
1,undefined,23,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,38,38,90,#D30085,#D30085,90,25,51,90,25,51,90,0.6466666667,0.2866666667,0.06666666667
1,undefined,24,1,1,1,undefined,num,3,1,1,lovely,愛らしい,undefined,51,51,77,#D30085,#D30085,90,51,77,90,51,77,90,0.78,0.1533333333,0.06666666667
1,undefined,2,2,1,1,undefined,num,3,2,2,fun,楽しい,undefined,66,53,54,#FFFFE7,#FFFFE7,5,5,54,13,5,54,13,0.36,0.3,0.34
1,undefined,2,2,1,1,undefined,num,3,2,2,fun,楽しい,undefined,66,53,54,#FFFFFF,#FFFFFF,13,5,54,13,5,54,13,0.36,0.3,0.34
1,undefined,32,1,1,1,undefined,num,3,2,2,fun,楽しい,undefined,29,29,30,#FFB9B8,#FFB9B8,14,29,30,14,29,30,14,0.346666667,0.32,0.333333333
1,undefined,46,7,1,1,undefined,num,3,2,2,fun,楽しい,undefined,15,8,14,#FFB9B8,#FFB9B8,14,14,34,28,14,34,28,0.4066666667,0.1733333333,0.42
1,undefined,3,1,1,1,undefined,num,3,2,2,fun,楽しい,undefined,70,30,43,#FFFFB5,#FFFFB5,18,18,31,44,18,31,44,0.3333,0.3333,0.3333
